requirement_id,source_section,source_locator,source_summary,requirement_type,priority,current_status,proposed_implementation,target_component_or_service,data_or_content_dependency,placeholder_policy,production_blocker,acceptance_or_test_method,delivery_batch,notes
REQ-GEO-009,20.2 Evidence and citable content,Section 20.2; list item 3,Use real examples; photos; diagrams and data; avoid fabricated statistics; anonymous testimonials and unsupported best claims,SOURCE_REQUIREMENT,P0,MISSING,No testimonial or statistic component without a source field,Component library,Approved evidence,OMIT_UNTIL_APPROVED,YES,No unsourced statistic or testimonial renders,B3,Blocking - fabricated evidence is a false claim
REQ-GEO-010,20.2 Evidence and citable content,Section 20.2; list item 4,Keep policy pages current and link to them from every claim; avoid contradictory warranty or shipping text across pages,SOURCE_REQUIREMENT,P0,MISSING,Single policy source referenced by all claims,Policy entity,Policy records,OMIT_UNTIL_APPROVED,YES,Cross-page consistency test,B5,Blocking - contradictory published policy text
REQ-GEO-011,20.2 Evidence and citable content,Section 20.2; list item 5,Seek genuine citations from manufacturers; buying groups; trade associations; directories; partners and retailer case studies; do not purchase low-quality mentions,SOURCE_REQUIREMENT,P2,MISSING,Off-site activity; not an implementation item,Process,None,NONE,NO,Ongoing programme activity,POST_LAUNCH,
REQ-GEO-012,20.3 AI crawler access,Section 20.3; list item 1,Allow OAI-SearchBot in robots.txt if Veyora wants pages eligible in ChatGPT Search results,SOURCE_REQUIREMENT,P1,MISSING,robots.txt agent rule,robots.txt,Crawler policy,CONFIGURABLE,NO,robots.txt test,B7,
REQ-GEO-013,20.3 AI crawler access,Section 20.3; list item 2,Treat GPTBot separately; Veyora can allow search crawling while disallowing model-training crawling,SOURCE_REQUIREMENT,P1,MISSING,Independent configuration flag,robots.txt,Crawler policy,CONFIGURABLE,NO,Configuration test,B7,
REQ-GEO-014,20.3 AI crawler access,Section 20.3; list item 3,Allow Bingbot; maintain Bing index quality and use IndexNow on add; update and remove,SOURCE_REQUIREMENT,P1,MISSING,IndexNow submission on publication events,IndexNow service,Bing key,CONFIGURABLE,NO,Submission log plus Bing confirmation,B7,
REQ-GEO-015,20.3 AI crawler access,Section 20.3; list item 4,Do not create llms.txt as a substitute for HTML; sitemap or crawlability; if published treat it as optional and keep it synchronized,SOURCE_REQUIREMENT,P2,COMPLETE,Not implemented,Process,None,NONE,NO,Route inventory review,POST_LAUNCH,
REQ-GEO-016,20.4 GEO-ready page pattern,Section 20.4; list item 1,Direct answer of 40-80 words defining the topic or entity,SOURCE_REQUIREMENT,P1,MISSING,Answer block component with a word-count constraint,Component library,Copy,OMIT_UNTIL_APPROVED,NO,Word-count assertion,B3,
REQ-GEO-017,20.4 GEO-ready page pattern,Section 20.4; list item 2,Verified facts as a concise list or comparison with visible qualifications,SOURCE_REQUIREMENT,P1,MISSING,Fact list component requiring qualifications,Component library,Approved facts,OMIT_UNTIL_APPROVED,NO,No unqualified fact renders,B3,
REQ-GEO-018,20.4 GEO-ready page pattern,Section 20.4; list item 3,Explanation covering process; trade-offs; audience and use cases,SOURCE_REQUIREMENT,P1,MISSING,Content structure,Templates,Copy,OMIT_UNTIL_APPROVED,NO,Review,B3,
REQ-GEO-019,20.4 GEO-ready page pattern,Section 20.4; list item 4,Evidence as an approved source; policy; product data or attributed expert review,SOURCE_REQUIREMENT,P1,MISSING,Source references rendered,Templates,Sources,OMIT_UNTIL_APPROVED,NO,Field-presence test,B5,
REQ-GEO-020,20.4 GEO-ready page pattern,Section 20.4; list item 5,Related entities as crawlable links to brand; model; service; location and resource pages,SOURCE_REQUIREMENT,P1,MISSING,Related-links component,Component library,Content relationships,OMIT_UNTIL_APPROVED,NO,Crawl test,B4,
REQ-GEO-021,20.4 GEO-ready page pattern,Section 20.4; list item 6,Conversion as a relevant next action rather than an unrelated generic CTA,SOURCE_REQUIREMENT,P1,MISSING,Per-template CTA copy,CTA band,Copy,OMIT_UNTIL_APPROVED,NO,CTA copy differs per route,B3,
REQ-GEO-022,20.4 GEO-ready page pattern,Section 20.4; list item 7,Freshness as published/updated dates and an accountable reviewer where appropriate,SOURCE_REQUIREMENT,P1,MISSING,Date and reviewer fields,Content model,Reviewers,OMIT_UNTIL_APPROVED,NO,Field-presence test,B5,
REQ-GEO-023,20.5 What not to do,Section 20.5; list item 1,Do not produce hundreds of short FAQ or glossary pages from keyword lists,SOURCE_REQUIREMENT,P0,COMPLETE,Route inventory discipline,Routing,None,NONE,NO,Route inventory review,B5,
REQ-GEO-024,20.5 What not to do,Section 20.5; list item 2,Do not stuff city names; brand names or keywords into headings and alt attributes,SOURCE_REQUIREMENT,P0,COMPLETE,Alt-quality review,Media pipeline,None,NONE,NO,Automated repetition check,B7,
REQ-GEO-025,20.5 What not to do,Section 20.5; list item 3,Do not use schema that describes hidden; false or unavailable content,SOURCE_REQUIREMENT,P0,MISSING,Schema generated from rendered content only,Schema builder,None,NONE,YES,Schema-to-DOM equality test,B7,Blocking - false structured data
REQ-GEO-026,20.5 What not to do,Section 20.5; list item 4,Do not mark up anonymous marketing copy as reviews or ratings,SOURCE_REQUIREMENT,P0,COMPLETE,No review or rating schema permitted,Schema builder,None,NONE,YES,Schema type allowlist,B7,Blocking - false structured data
REQ-GEO-027,20.5 What not to do,Section 20.5; list item 5,Do not publish separate localized pages that merely duplicate the same English content,SOURCE_REQUIREMENT,P2,NOT_APPLICABLE,No localisation in scope,Routing,Localisation decision,CONFIGURABLE,NO,Deferred,POST_LAUNCH,
REQ-GEO-028,20.5 What not to do,Section 20.5; list item 6,Do not assume an AI crawler can execute catalogue interactions or access authenticated B2B data,SOURCE_REQUIREMENT,P0,MISSING,Server-rendered content everywhere,Public web app,None,NONE,NO,Crawl with JavaScript disabled,B4,
REQ-CM-001,21 Content model,Section 21; introductory paragraph,The content layer must separate presentation from verified business facts; every record needs publication state; source status; last review and canonical route fields,SOURCE_REQUIREMENT,P0,MISSING,Common governance columns on every content entity,Content model,None,NONE,NO,Schema review plus publication gate,B2,
REQ-CM-002,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Identity',Brand identity fields: name; slug; logo; legal/trademark styling; short name,SOURCE_REQUIREMENT,P0,MISSING,brands table,Brand entity,Brand assets,OMIT_UNTIL_APPROVED,NO,Schema review,B2,
REQ-CM-003,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Positioning',Brand positioning fields: headline; short summary; long story; segment; ideal retailer; best-for use cases,SOURCE_REQUIREMENT,P0,MISSING,brands table,Brand entity,Brand copy,OMIT_UNTIL_APPROVED,NO,Schema review,B2,
REQ-CM-004,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Origin',Brand origin fields: design origin; manufacturing origin and component origins as separate fields,SOURCE_REQUIREMENT,P0,MISSING,Three separate columns with per-field verification,Brand entity,DECISION-11,OMIT_UNTIL_APPROVED,YES,Schema review plus publication gate,B2,Blocking - conflated origin claims are materially false
REQ-CM-005,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Product facts',Brand product-fact fields: approved materials; categories; style traits; collections and featured models,SOURCE_REQUIREMENT,P0,MISSING,brands table plus a featured-models join,Brand entity,Verified data,OMIT_UNTIL_APPROVED,NO,Schema review,B2,
REQ-CM-006,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Commercial',Brand commercial fields: public price-tier label; B2B CTA; account eligibility; approved service benefits,SOURCE_REQUIREMENT,P0,MISSING,brands table,Brand entity,Approved labels,OMIT_UNTIL_APPROVED,NO,Schema review,B2,
REQ-CM-007,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Media',Brand media fields: hero; campaign gallery; logo; alt text; rights/expiry,SOURCE_REQUIREMENT,P0,MISSING,media table with rights and expiry,Media entity,Asset rights,OMIT_UNTIL_APPROVED,NO,Schema review plus an expiry report,B2,
REQ-CM-008,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Search',Brand search fields: title; meta description; canonical; index flag; social image; schema identifier,SOURCE_REQUIREMENT,P0,MISSING,brands table,Brand entity,Copy,NONE,NO,Schema review,B2,
REQ-CM-009,21.1 Brand entity,Section 21.1; table 'Brand entity'; row 'Governance',Brand governance fields: source references; fact owner; verification status; last reviewed; scheduled review,SOURCE_REQUIREMENT,P0,MISSING,Common governance columns,Content model,Owners,NONE,NO,Publication gate,B2,
REQ-CM-010,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Identity',Model identity fields: model name; display SKU; brand; line/collection; canonical slug,SOURCE_REQUIREMENT,P0,PARTIAL,Add slug and line columns to products,Model entity,Slug generation,NONE,YES,Slug uniqueness and URL-safety test,B2,Blocking - without canonical slugs model routes cannot exist
REQ-CM-011,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Classification',Model classification fields: optical/sun; audience; shape; segment; style traits,SOURCE_REQUIREMENT,P0,PARTIAL,Add shape and segment columns and backfill,Model entity,Shape backfill,OMIT_UNTIL_APPROVED,NO,Coverage report before publication,B2,Shape data does not exist today
REQ-CM-012,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Technical',Model technical fields: materials; dimensions; size; bridge; temple; lens measurements and features,SOURCE_REQUIREMENT,P0,PARTIAL,Promote to typed columns or a validated attribute schema,Model entity,Data quality,OMIT_UNTIL_APPROVED,NO,Validation rejecting zero or empty published values,B2,
REQ-CM-013,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Variants',Model variant fields: colour code; colour name; variant SKU; swatch and mapped media,SOURCE_REQUIREMENT,P0,PARTIAL,Split colour code from colour name; add swatch and media mapping,Variation entity,Colour data backfill,OMIT_UNTIL_APPROVED,NO,Mapping coverage test,B2,
REQ-CM-014,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Media',Model media fields: primary and alternate images; alt text; dimensions; rights,SOURCE_REQUIREMENT,P0,PARTIAL,media table keyed to model and variant,Media entity,Alt text,OMIT_UNTIL_APPROVED,NO,Field-presence test,B2,
REQ-CM-015,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Public state',Model public-state fields: published; featured; discontinued; related models; public description,SOURCE_REQUIREMENT,P0,MISSING,Add columns to products,Model entity,Editorial decisions,OMIT_UNTIL_APPROVED,NO,Publication gate,B2,
REQ-CM-016,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'B2B state',Model B2B-state fields: portal identifier and price/inventory visibility rules never serialized publicly if restricted,SOURCE_REQUIREMENT,P0,PARTIAL,Public serializer allowlist as the single enforcement point,Public data surface,None,NONE,YES,Forbidden-key test,B2,Blocking - commercially sensitive data exposure
REQ-CM-017,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Search',Model search fields: title; description; canonical; index flag; schema data; lastmod,SOURCE_REQUIREMENT,P0,MISSING,Add columns to products,Model entity,Copy,NONE,NO,Schema review,B2,
REQ-CM-018,21.2 Model entity,Section 21.2; table 'Model/product entity'; row 'Governance',Model governance fields: source system; data owner; verification status; last reviewed,SOURCE_REQUIREMENT,P0,MISSING,Common governance columns,Content model,Owners,NONE,NO,Publication gate,B2,
REQ-CM-019,21.3 Other content entities,Section 21.3; list item 1,Location entity: name; type/function; public address; regions served; contact; hours; map coordinates if approved; source and review date,SOURCE_REQUIREMENT,P0,MISSING,locations table,Location entity,DECISION-12,NEUTRAL_WORDING,NO,Schema review plus publication gate,B2,
REQ-CM-020,21.3 Other content entities,Section 21.3; list item 2,Policy entity: type; summary; full terms; effective date; eligible markets; exclusions; owner; revision history and linked service claims,SOURCE_REQUIREMENT,P0,MISSING,policies table with revision history,Policy entity,Approved policies,BLOCKING_APPROVAL,YES,Schema review plus publication gate,B2,Blocking - policy pages are mandatory legal content
REQ-CM-021,21.3 Other content entities,Section 21.3; list item 3,Resource entity: title; slug; summary; body; author/reviewer; sources; publish/update dates; category; related entities and conversion goal,SOURCE_REQUIREMENT,P1,MISSING,Content collection with schema validation,Resource entity,Content,OMIT_UNTIL_APPROVED,NO,Schema review,B5,
REQ-CM-022,21.3 Other content entities,Section 21.3; list item 4,Page entity: route; template; navigation placement; content modules; metadata; schema; index state; social image and redirect aliases,SOURCE_REQUIREMENT,P0,MISSING,content_pages table plus redirects table,Page entity,Copy,NONE,NO,Schema review,B2,
REQ-CM-023,21.3 Other content entities,Section 21.3; list item 5,Form entity: form type; field definitions; validation; consent version; CRM routing; confirmation content; notification owner and retention rule,SOURCE_REQUIREMENT,P0,MISSING,forms and form_submissions tables,Form entity,Consent wording,BLOCKING_APPROVAL,YES,Schema review,B6,Blocking - consent version and retention are legal requirements
REQ-CM-024,21.4 Publishing governance,Section 21.4; list item 1,Enforce Draft to product/operations verification to marketing approval to SEO validation to publish,SOURCE_REQUIREMENT,P0,MISSING,Publication state machine,Content model,Owners,NONE,NO,State-transition tests,B2,
REQ-CM-025,21.4 Publishing governance,Section 21.4; list item 2,Named approval is required for manufacturing origin; material composition; warranty; exchange; shipping speed; price tier; inventory and geographic service coverage,SOURCE_REQUIREMENT,P0,MISSING,High-risk field list requiring a named approver,Content model,Owners,OMIT_UNTIL_APPROVED,YES,Publication gate on high-risk fields,B2,Blocking - unapproved high-risk claims would be materially false
REQ-CM-026,21.4 Publishing governance,Section 21.4; list item 3,Prevent publication when required sources or approvals are missing; do not rely on a free-text verified note,SOURCE_REQUIREMENT,P0,MISSING,Structured verification status with a foreign-key approver,Content model,Owners,NONE,YES,Gate test attempting publication without approval,B2,
REQ-CM-027,21.4 Publishing governance,Section 21.4; list item 4,Changing a canonical slug must automatically create or require a 301 redirect from the previous published URL,SOURCE_REQUIREMENT,P0,MISSING,Slug-history trigger writing a redirect row,Redirect service,None,NONE,YES,Test that a slug change creates a 301,B2,Blocking - a broken canonical URL is material indexing damage
REQ-CM-028,21.4 Publishing governance,Section 21.4; list item 5,Lastmod changes only when visible content or materially useful metadata changes; not on every build,SOURCE_REQUIREMENT,P0,MISSING,content_updated_at distinct from the trigger-maintained updated_at,Sitemap service,None,NONE,NO,Rebuild without content change leaves lastmod unchanged,B7,
REQ-ANL-001,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'cta_click',cta_click with cta_name; page_type; page_path and destination and no PII,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,Ruling 11 - analytics may default to disabled
REQ-ANL-002,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'brand_view',brand_view with brand and source_page on brand-page view,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-003,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'model_view',model_view with brand; model_sku and category and no price if restricted,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test asserting no price field,B6,
REQ-ANL-004,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'catalog_filter',catalog_filter with filter_group and selected_value_count avoiding free-text search terms if sensitive,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-005,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'b2b_request_start',b2b_request_start with page_path and source_cta on first meaningful interaction,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-006,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'b2b_request_submit',b2b_request_submit with region; business_type; source_page and result and no name; email; phone or company,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test asserting no PII,B6,The PII prohibition is enforced by REQ-FRM-018 which is blocking
REQ-ANL-007,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'contact_sales_submit',contact_sales_submit with region; business_type; source_page and result and no form-message content,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-008,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'private_label_submit',private_label_submit with region; business_type; source_page and result and no PII,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-009,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'b2b_login_click',b2b_login_click with page_path and destination tracking the handoff only,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,DECISION-02,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-010,22.1 Required analytics events,Section 22.1; table 'Required analytics events'; row 'policy_view',policy_view with policy_type and source_page,SOURCE_REQUIREMENT,P1,MISSING,Event layer,Analytics,Analytics platform,CONFIGURABLE,NO,Payload test,B6,
REQ-ANL-011,22.2 Measurement setup,Section 22.2; list item 1,Verify Google Search Console on the canonical domain; submit sitemaps and monitor indexing; Web Vitals and enhancements,SOURCE_REQUIREMENT,P0,MISSING,Operational task at cutover,Process,GSC access,NONE,YES,Verification confirmed before cutover completion,B11,Blocking - required to detect indexing damage at cutover
REQ-ANL-012,22.2 Measurement setup,Section 22.2; list item 2,Verify Bing Webmaster Tools; submit the sitemap; inspect key URLs and enable IndexNow,SOURCE_REQUIREMENT,P1,MISSING,Operational task,Process,Bing access,CONFIGURABLE,NO,Verification confirmed,B11,
REQ-ANL-013,22.2 Measurement setup,Section 22.2; list item 3,Configure GA4 or approved analytics with consent controls and cross-domain measurement if the portal is on another domain,SOURCE_REQUIREMENT,P1,MISSING,Consent-gated analytics loader; disabled by default,Analytics,Analytics platform,CONFIGURABLE,NO,Consent behaviour test,B6,Rulings 11 and 12 - analytics may default to disabled and the Meta Pixel may be removed
REQ-ANL-014,22.2 Measurement setup,Section 22.2; list item 4,The CRM stores original source; latest source; UTM values; landing page; form type; consent timestamp and lifecycle status,SOURCE_REQUIREMENT,P0,MISSING,Submission record carries every field; adapter maps them,Form service,CRM target,CONFIGURABLE,YES,Field-capture test on the persisted submission,B6,Ruling 10 - blocking on capture completeness not on CRM selection
REQ-ANL-015,22.2 Measurement setup,Section 22.2; list item 5,Create a launch dashboard for organic sessions; non-branded impressions; indexed pages; brand/model clicks; form completion; qualified leads and crawl errors,SOURCE_REQUIREMENT,P1,MISSING,Operational task,Process,Analytics access,CONFIGURABLE,NO,Dashboard exists at launch,B11,
REQ-ANL-016,22.3 Recommended success metrics,Section 22.3; table 'Recommended success metrics'; all rows,Track the six recommended measurement areas: technical; discovery; engagement; conversion; AI discovery and quality,SOURCE_REQUIREMENT,P1,MISSING,Dashboard definition,Process,Analytics access,CONFIGURABLE,NO,Dashboard review,POST_LAUNCH,Six table rows merged
REQ-RAP-001,23.1 Responsive requirements,Section 23.1; list item 1,Preserve the approved design across desktop; tablet and mobile; do not scale the desktop wireframe down mechanically,SOURCE_REQUIREMENT,P0,MISSING,Per-breakpoint composition as the current homepage already does,All templates,None,NONE,NO,Visual regression at all breakpoints,B9,
REQ-RAP-002,23.1 Responsive requirements,Section 23.1; list item 2,Brand and model grids adapt from four columns to two and one with stable card hierarchy and touch targets,SOURCE_REQUIREMENT,P0,MISSING,Grid rules with minimum touch targets,Grid components,None,NONE,YES,Responsive plus target-size tests,B4,Blocking - target size is a WCAG 2.2 AA criterion on a core journey
REQ-RAP-003,23.1 Responsive requirements,Section 23.1; list item 3,Catalogue filters become a labelled mobile drawer with active filters and Clear All visible,SOURCE_REQUIREMENT,P0,PARTIAL,Editorial drawer with an active-filter count,Filter component,None,NONE,NO,Responsive plus axe tests,B4,
REQ-RAP-004,23.1 Responsive requirements,Section 23.1; list item 4,Process diagrams become a vertical sequence on narrow screens with reading order matching the DOM,SOURCE_REQUIREMENT,P0,MISSING,DOM order equals visual order; no CSS reordering,Process component,None,NONE,NO,Reading-order test,B3,
REQ-RAP-005,23.1 Responsive requirements,Section 23.1; list item 5,Contact and B2B forms become intent selection followed by one form,SOURCE_REQUIREMENT,P0,MISSING,Intent selection pattern below 900px,Form templates,None,NONE,NO,Responsive test at 375,B6,
REQ-RAP-006,23.1 Responsive requirements,Section 23.1; list item 6,Tables reflow into labelled records or use an accessible scroll region with a visible cue,SOURCE_REQUIREMENT,P0,MISSING,Responsive table component,Table component,None,NONE,NO,Responsive plus axe tests,B4,
REQ-RAP-007,23.2 Accessibility target,Section 23.2; callout table 'TARGET: WCAG 2.2 AA',Use WCAG 2.2 AA as the implementation and QA target for navigation; filters; accordions; forms; colour contrast; focus visibility; target size and error handling,SOURCE_REQUIREMENT,P0,MISSING,Accessibility built into components and gated in CI,All components,None,NONE,YES,Automated axe plus a manual assistive-technology pass,B9,
REQ-RAP-008,23.2 Accessibility target,Section 23.2; list item 1,Semantic landmarks: header; nav; main; sections with headings and footer,SOURCE_REQUIREMENT,P0,PARTIAL,Layout component,Layout,None,NONE,NO,Landmark test,B1,
REQ-RAP-009,23.2 Accessibility target,Section 23.2; list item 2,Visible keyboard focus and logical focus order with no keyboard traps in menus; filters; galleries or modals,SOURCE_REQUIREMENT,P0,MISSING,Focus-ring token plus focus management in every island,Component library,None,NONE,YES,Keyboard walkthrough plus automated focus-visibility check,B1,No focus-visible style exists anywhere in the current design
REQ-RAP-010,23.2 Accessibility target,Section 23.2; list item 3,Colour contrast verified for text; controls; focus and status; information never conveyed by colour alone,SOURCE_REQUIREMENT,P0,UNVERIFIED,Measure and adjust the faint token; add non-colour indicators,Design token layer,None,NONE,YES,Automated contrast test on every token pair in use,B1,The faint ink token at 10.5px is the most likely failure
REQ-RAP-011,23.2 Accessibility target,Section 23.2; list item 4,All controls have accessible names; accordions expose expanded state; form errors are announced and associated with fields,SOURCE_REQUIREMENT,P0,MISSING,Accessible component implementations,Component library,None,NONE,YES,Axe plus screen-reader pass,B6,
REQ-RAP-012,23.2 Accessibility target,Section 23.2; list item 5,Images have correct alt treatment with context-specific descriptions and empty alt for decorative shapes,SOURCE_REQUIREMENT,P0,PARTIAL,Alt as a required media field,Media pipeline,Alt text,NONE,NO,Automated alt-presence check,B3,
REQ-RAP-013,23.2 Accessibility target,Section 23.2; list item 6,Respect reduced-motion preferences and pause/stop rules for moving content,SOURCE_REQUIREMENT,P0,MISSING,prefers-reduced-motion guard plus a visible pause control,Motion layer,None,NONE,YES,Reduced-motion simulation test,B1,The current homepage video autoplays with no media query or control
REQ-RAP-014,23.2 Accessibility target,Section 23.2; list item 7,Test at 200% browser zoom; narrow reflow; screen reader; keyboard-only and touch input,SOURCE_REQUIREMENT,P0,MISSING,Manual and automated QA matrix,QA process,None,NONE,YES,Signed QA matrix,B9,
REQ-RAP-015,23.3 Performance implementation,Section 23.3; list item 1,Use route-level code splitting and remove unused libraries and components from the public bundle,SOURCE_REQUIREMENT,P0,MISSING,Islands architecture ships near-zero JavaScript by default,Public web app,None,NONE,NO,Bundle-size budget,B9,
REQ-RAP-016,23.3 Performance implementation,Section 23.3; list item 2,Preload only critical fonts and assets; subset and self-host fonts where licensing permits; use font-display and avoid layout shifts,SOURCE_REQUIREMENT,P0,MISSING,Self-host subset fonts; decide the display face,Font pipeline,Font licensing,CONFIGURABLE,NO,No third-party font request; CLS budget met,B1,Fonts are third-party hosted today
REQ-RAP-017,23.3 Performance implementation,Section 23.3; list item 3,Optimize hero media by route and viewport; do not ship desktop-resolution images to mobile,SOURCE_REQUIREMENT,P0,MISSING,Responsive derivatives per breakpoint,Media pipeline,None,NONE,NO,Transferred-bytes budget at 375,B7,
REQ-RAP-018,23.3 Performance implementation,Section 23.3; list item 4,Reserve aspect-ratio space for every image; portal screenshot; card and embedded media,SOURCE_REQUIREMENT,P0,PARTIAL,Apply across templates,Media pipeline,None,NONE,NO,CLS budget,B7,
REQ-RAP-019,23.3 Performance implementation,Section 23.3; list item 5,Cache immutable assets; use CDN edge delivery and compress HTML; CSS; JavaScript and JSON,SOURCE_REQUIREMENT,P0,PARTIAL,Fingerprinted assets with immutable caching; compression; CDN optional,Caddy,CDN decision,CONFIGURABLE,NO,Response-header test,B10,
REQ-RAP-020,23.3 Performance implementation,Section 23.3; list item 6,Measure real-user Web Vitals after launch using lab tests as a regression gate and field data as the outcome,SOURCE_REQUIREMENT,P0,MISSING,Field measurement wired at launch,Analytics,Analytics platform,CONFIGURABLE,NO,Field data flowing within 7 days of cutover,B11,
REQ-IMP-001,24 Implementation sequence,Section 24; table 'Implementation sequence'; all phase rows,Follow the seven-phase sequence from design and content inventory through post-launch monitoring,SOURCE_REQUIREMENT,P0,MISSING,Mapped to batches B0 to B11 in 07_IMPLEMENTATION_PLAN,Programme,None,NONE,NO,Phase gate reviews,B0,Seven table rows merged into one sequence requirement
REQ-IMP-002,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P0 'Choose canonical production domain',Choose the canonical production domain and protect or redirect the alternate,SOURCE_REQUIREMENT,P0,MISSING,DECISION-01 driving configuration,Config + Caddy,DECISION-01,CONFIGURABLE,NO,Redirect matrix green at cutover,B10,
REQ-IMP-003,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P0 'Remove hash routing',Remove hash routing and implement clean SSR/SSG routes with direct-request support,SOURCE_REQUIREMENT,P0,MISSING,Astro server mode,Public web app,None,NONE,NO,Direct-request test,B1,
REQ-IMP-004,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P0 'Build core page templates',Build core page templates and model-detail pages with real links,SOURCE_REQUIREMENT,P0,MISSING,Batches B3 and B4,Templates,Content,OMIT_UNTIL_APPROVED,NO,Route and crawl tests,B4,
REQ-IMP-005,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P0 'Create verified redirect inventory',Create a verified redirect inventory for legacy WordPress and product URLs,SOURCE_REQUIREMENT,P0,MISSING,Redirect table from the legacy export,Redirect service,Legacy inventory,NONE,NO,Crawl of the legacy list,B7,
REQ-IMP-006,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P0 'Validate all service brand-count location origin and material claims',Validate all service; brand-count; location; origin and material claims,SOURCE_REQUIREMENT,P0,MISSING,Publication gate plus omission of unapproved claims,Content model,Approvals,OMIT_UNTIL_APPROVED,NO,No unvalidated claim renders,B8,
REQ-IMP-007,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P0 'Implement forms CRM delivery privacy spam controls',Implement forms; CRM delivery; privacy; spam controls and success/failure handling,SOURCE_REQUIREMENT,P0,MISSING,Batch B6,Form service,Consent wording,BLOCKING_APPROVAL,NO,End-to-end tests including the outage path,B6,
REQ-IMP-008,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P1 'Add Global Presence policy pages resources structured data and IndexNow',Add Global Presence; policy pages; resources; structured data and IndexNow,SOURCE_REQUIREMENT,P1,MISSING,Batches B3 B5 and B7,Templates + services,Content,OMIT_UNTIL_APPROVED,NO,Route and schema tests,B7,
REQ-IMP-009,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P1 'Separate Essedue and Kyme decide Extreme Next',Separate Essedue and Kyme brand pages and decide Extreme Next scope,SOURCE_REQUIREMENT,P1,MISSING,Publication flags,Brand entity,DECISION-03 and DECISION-04,CONFIGURABLE,NO,Routes generated from published records,B4,Rulings 8 and 9
REQ-IMP-010,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P1 'Implement curated category landings and controlled faceted indexing',Implement curated category landings and controlled faceted indexing,SOURCE_REQUIREMENT,P1,MISSING,Three category routes plus the indexing policy module,Category landing,Copy,OMIT_UNTIL_APPROVED,NO,Per-state meta test,B4,
REQ-IMP-011,24.1 Priority backlog,Section 24.1; table 'Priority backlog'; row P2 'Add approved case studies localization and advanced resource program',Add approved case studies; localization and an advanced resource program,SOURCE_REQUIREMENT,P2,MISSING,Deferred beyond launch,Resources,Content,OMIT_UNTIL_APPROVED,NO,Deferred,POST_LAUNCH,
